Finance_ID,Farmer_ID,Loan_Purpose,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Approval_Status,Repayment_Status,Credit Bureau Default_History,Source_of_Funding
LOAN_cbc898,FARMER_975,Irrigation,106037,6.89,6,Approved,Defaulted,False,Government
LOAN_31cace,FARMER_976,Labor,90310,23.65,24,Rejected,,False,Bank
LOAN_ad556f,FARMER_977,Irrigation,76684,20.85,18,Rejected,,True,Microfinance
LOAN_026246,FARMER_978,Irrigation,196450,18.45,12,Approved,Fully Paid,False,NGO
LOAN_deebac,FARMER_979,Fertilizer,445571,21.6,12,Rejected,,False,Bank
LOAN_a561f5,FARMER_980,Irrigation,113286,10.0,24,Approved,Partially Paid,False,Government
LOAN_2b942b,FARMER_981,Irrigation,238952,19.51,18,Approved,Fully Paid,False,Government
LOAN_f8bd39,FARMER_982,Fertilizer,466974,17.31,18,Rejected,,False,Microfinance
LOAN_2ec15e,FARMER_983,Irrigation,234394,21.97,12,Approved,Defaulted,False,Microfinance
LOAN_c9a1a2,FARMER_984,Fertilizer,285148,10.65,6,Approved,Fully Paid,False,Microfinance
LOAN_f23ff2,FARMER_985,Labor,413847,20.27,18,Rejected,,False,Bank
LOAN_ab1a20,FARMER_986,Fertilizer,276906,22.05,12,Approved,Defaulted,False,Government
LOAN_8474b6,FARMER_987,Equipment,290714,15.98,18,Rejected,,True,Microfinance
LOAN_069bef,FARMER_988,Equipment,301455,13.28,24,Rejected,,True,NGO
LOAN_a2b530,FARMER_989,Fertilizer,318881,23.97,18,Approved,Fully Paid,False,Microfinance
LOAN_4c24f0,FARMER_990,Irrigation,254537,8.38,6,Rejected,,False,Microfinance
LOAN_48e675,FARMER_991,Land Expansion,426457,5.73,6,Approved,Fully Paid,False,Bank
LOAN_e018b3,FARMER_992,Land Expansion,247216,8.58,6,Approved,Partially Paid,True,Bank
LOAN_32714c,FARMER_993,Labor,149324,18.67,12,Approved,Partially Paid,True,Bank
LOAN_df2efd,FARMER_994,Labor,226912,20.78,18,Approved,Fully Paid,False,Bank
LOAN_061fb3,FARMER_995,Land Expansion,312384,19.34,6,Rejected,,True,Microfinance
LOAN_e57e05,FARMER_996,Land Expansion,445268,13.4,24,Approved,Defaulted,True,Government
LOAN_b4b896,FARMER_997,Fertilizer,55334,24.35,24,Approved,Fully Paid,True,NGO
LOAN_198176,FARMER_998,Land Expansion,149906,13.89,24,Rejected,,True,NGO
LOAN_d71f76,FARMER_999,Equipment,245046,24.63,12,Approved,Fully Paid,False,Government
LOAN_710f21,FARMER_1000,Labor,257204,23.36,6,Approved,Partially Paid,False,NGO
LOAN_fdf92e,FARMER_1001,Labor,201945,13.14,6,Rejected,,False,Microfinance
LOAN_e3de05,FARMER_1002,Equipment,278506,8.22,18,Approved,Fully Paid,False,Government
LOAN_1960d4,FARMER_1003,Labor,312071,6.8,12,Rejected,,False,Bank
LOAN_96eac1,FARMER_1004,Land Expansion,108758,15.63,24,Approved,Partially Paid,False,Bank
LOAN_a47c9f,FARMER_1005,Labor,427200,20.26,18,Approved,Fully Paid,False,Bank
LOAN_72a8bf,FARMER_1006,Equipment,396140,8.52,24,Approved,Defaulted,False,Microfinance
LOAN_cb2e03,FARMER_1007,Labor,391808,11.36,24,Rejected,,True,Bank
LOAN_c9ce1e,FARMER_1008,Land Expansion,141558,17.61,6,Approved,Defaulted,False,Bank
LOAN_d8291a,FARMER_1009,Fertilizer,417557,14.22,18,Rejected,,False,Bank
LOAN_11b8b1,FARMER_1010,Land Expansion,369496,17.08,12,Approved,Fully Paid,True,NGO
LOAN_61d114,FARMER_1011,Labor,344087,18.53,24,Approved,Fully Paid,False,Government
LOAN_db19fe,FARMER_1012,Irrigation,250124,12.61,6,Approved,Partially Paid,False,NGO
LOAN_760745,FARMER_1013,Labor,414877,20.72,6,Rejected,,True,Microfinance
LOAN_8d8858,FARMER_1014,Labor,235269,19.06,24,Rejected,,False,Microfinance
LOAN_e0f6f4,FARMER_1015,Equipment,453685,18.75,6,Rejected,,False,Microfinance
LOAN_cc643d,FARMER_1016,Irrigation,173272,7.99,6,Approved,Partially Paid,False,NGO
LOAN_567db8,FARMER_1017,Equipment,133771,14.48,24,Approved,Fully Paid,False,Government
LOAN_d38177,FARMER_1018,Equipment,366723,16.54,12,Rejected,,True,Bank
LOAN_a0aa76,FARMER_1019,Land Expansion,197320,9.53,24,Approved,Fully Paid,False,Microfinance
LOAN_749a9a,FARMER_1020,Fertilizer,82074,20.17,18,Rejected,,False,Microfinance
LOAN_0012fd,FARMER_1021,Labor,91738,7.42,24,Rejected,,False,NGO
LOAN_73cce4,FARMER_1022,Irrigation,479415,8.0,24,Approved,Fully Paid,False,Bank
LOAN_b8c933,FARMER_1023,Labor,174578,13.27,12,Approved,Defaulted,True,Bank
LOAN_7dc4c8,FARMER_1024,Equipment,164467,7.71,24,Rejected,,False,NGO
LOAN_205e82,FARMER_1025,Fertilizer,339974,5.23,24,Rejected,,False,NGO
LOAN_7e8040,FARMER_1026,Equipment,316626,13.23,6,Approved,Partially Paid,True,NGO
LOAN_4255f9,FARMER_1027,Labor,449468,17.97,24,Rejected,,False,Government
LOAN_c066f9,FARMER_1028,Land Expansion,400546,14.9,12,Rejected,,False,Microfinance
LOAN_e9cbe9,FARMER_1029,Labor,184343,6.04,6,Approved,Partially Paid,False,Microfinance
LOAN_099dec,FARMER_1030,Equipment,208900,9.65,24,Approved,Fully Paid,False,Microfinance
LOAN_47ae4f,FARMER_1031,Irrigation,454020,15.49,6,Approved,Fully Paid,False,Government
LOAN_c4f1e2,FARMER_1032,Irrigation,211527,19.76,18,Approved,Partially Paid,False,NGO
LOAN_197ea6,FARMER_1033,Irrigation,223877,20.88,24,Approved,Partially Paid,False,Microfinance
LOAN_68f7c3,FARMER_1034,Irrigation,315652,15.39,24,Approved,Fully Paid,False,Microfinance
LOAN_bf46d5,FARMER_1035,Irrigation,351888,17.92,6,Approved,Defaulted,False,Microfinance
LOAN_a7efc8,FARMER_1036,Fertilizer,70276,23.07,24,Approved,Fully Paid,False,Government
LOAN_1279f8,FARMER_1037,Fertilizer,479095,6.3,24,Rejected,,True,NGO
LOAN_f58532,FARMER_1038,Land Expansion,70701,6.98,12,Rejected,,False,Microfinance
LOAN_d9a3b2,FARMER_1039,Irrigation,294008,14.16,24,Approved,Partially Paid,False,Microfinance
LOAN_32243b,FARMER_1040,Equipment,164341,17.19,12,Approved,Fully Paid,False,Government
LOAN_f43cd7,FARMER_1041,Equipment,363162,5.09,18,Rejected,,False,NGO
LOAN_b88dfb,FARMER_1042,Labor,141164,14.05,18,Approved,Fully Paid,False,NGO
LOAN_29f684,FARMER_1043,Irrigation,365068,8.46,6,Approved,Fully Paid,False,Microfinance
LOAN_90af84,FARMER_1044,Equipment,77618,17.9,6,Approved,Fully Paid,False,Bank
LOAN_ab8307,FARMER_1045,Land Expansion,425772,10.35,6,Approved,Partially Paid,False,Government
LOAN_d623a6,FARMER_1046,Equipment,179508,23.04,6,Rejected,,False,Bank
LOAN_51f03f,FARMER_1047,Land Expansion,242641,6.28,24,Approved,Fully Paid,True,Bank
LOAN_376ab6,FARMER_1048,Irrigation,445311,21.18,12,Rejected,,False,Microfinance
LOAN_6f9c92,FARMER_1049,Labor,94800,12.85,6,Approved,Fully Paid,False,Microfinance
LOAN_d9a4d4,FARMER_1050,Labor,386698,22.14,18,Approved,Defaulted,False,Microfinance
LOAN_15b261,FARMER_1051,Fertilizer,241903,21.3,24,Approved,Fully Paid,False,Government
LOAN_b9aad8,FARMER_1052,Irrigation,87463,9.79,12,Rejected,,False,Government
LOAN_e9ce54,FARMER_1053,Equipment,476753,6.01,12,Rejected,,False,Government
LOAN_9fbc3a,FARMER_1054,Labor,335242,18.91,6,Approved,Fully Paid,False,Bank
LOAN_533b07,FARMER_1055,Land Expansion,471762,9.09,6,Approved,Defaulted,False,Government
LOAN_cb803c,FARMER_1056,Land Expansion,386944,23.61,12,Approved,Partially Paid,True,NGO
LOAN_297f2d,FARMER_1057,Equipment,429607,6.34,18,Approved,Fully Paid,False,Government
LOAN_2e2570,FARMER_1058,Equipment,491419,11.48,6,Rejected,,False,Microfinance
LOAN_aee5bd,FARMER_1059,Irrigation,360817,5.25,12,Approved,Partially Paid,False,Bank
LOAN_c418f4,FARMER_1060,Equipment,186439,11.34,24,Approved,Fully Paid,False,Government
LOAN_473ed0,FARMER_1061,Equipment,342669,15.83,12,Approved,Fully Paid,False,Microfinance
LOAN_54ef6a,FARMER_1062,Equipment,105585,18.1,6,Approved,Partially Paid,False,Microfinance
LOAN_782d7a,FARMER_1063,Labor,71014,19.53,24,Rejected,,False,NGO
LOAN_71e79e,FARMER_1064,Irrigation,139618,21.67,18,Rejected,,False,NGO
LOAN_88e2e5,FARMER_1065,Equipment,448718,7.22,12,Rejected,,True,Government
LOAN_62fcf9,FARMER_1066,Equipment,423855,20.24,12,Approved,Partially Paid,True,Bank
LOAN_7cd2ee,FARMER_1067,Land Expansion,76874,10.57,12,Approved,Fully Paid,True,Bank
LOAN_b350ca,FARMER_1068,Labor,457792,7.76,24,Rejected,,True,Government
LOAN_bbe583,FARMER_1069,Equipment,102123,10.31,6,Approved,Fully Paid,False,Government
LOAN_1d7a46,FARMER_1070,Labor,340649,22.16,12,Rejected,,True,Government
LOAN_7db474,FARMER_1071,Irrigation,414848,17.55,24,Approved,Partially Paid,False,Bank
LOAN_c4274f,FARMER_1072,Irrigation,490876,16.95,12,Approved,Defaulted,False,NGO
LOAN_0cb8e6,FARMER_1073,Fertilizer,129435,16.69,6,Rejected,,False,Bank
LOAN_4fb438,FARMER_1074,Land Expansion,199098,13.17,24,Approved,Partially Paid,True,Microfinance
LOAN_0b946b,FARMER_1075,Fertilizer,460617,13.34,18,Approved,Fully Paid,False,NGO
LOAN_62482e,FARMER_1076,Labor,423726,7.97,12,Approved,Partially Paid,False,Microfinance
LOAN_2309b5,FARMER_1077,Land Expansion,113035,11.65,6,Approved,Fully Paid,False,Bank
LOAN_fb8ffb,FARMER_1078,Equipment,103194,15.24,18,Approved,Partially Paid,True,Microfinance
LOAN_c5347f,FARMER_1079,Land Expansion,174343,17.12,6,Approved,Fully Paid,True,Bank
LOAN_2bcc81,FARMER_1080,Land Expansion,428343,6.43,18,Approved,Defaulted,True,NGO
LOAN_482c02,FARMER_1081,Irrigation,383297,11.68,6,Approved,Defaulted,False,NGO
LOAN_a2d956,FARMER_1082,Fertilizer,127201,11.79,18,Rejected,,False,NGO
LOAN_81b4d4,FARMER_1083,Irrigation,82412,15.3,24,Rejected,,False,Microfinance
LOAN_178260,FARMER_1084,Irrigation,163646,19.2,18,Rejected,,True,Government
LOAN_08e0c8,FARMER_1085,Fertilizer,54471,17.7,6,Approved,Fully Paid,True,NGO
LOAN_9c064f,FARMER_1086,Irrigation,490230,16.42,12,Approved,Fully Paid,False,Bank
LOAN_608695,FARMER_1087,Land Expansion,307590,10.83,18,Rejected,,False,Microfinance
LOAN_3b7b85,FARMER_1088,Labor,166409,21.78,6,Approved,Defaulted,False,NGO
LOAN_1ac129,FARMER_1089,Equipment,493054,20.71,12,Approved,Partially Paid,False,Government
LOAN_71f9bd,FARMER_1090,Equipment,164206,8.67,24,Approved,Partially Paid,False,NGO
LOAN_e6302c,FARMER_1091,Irrigation,464066,18.1,24,Approved,Fully Paid,False,Microfinance
LOAN_8063af,FARMER_1092,Fertilizer,201706,23.13,12,Rejected,,False,Microfinance
LOAN_04115a,FARMER_1093,Land Expansion,64877,13.71,6,Rejected,,False,Government
LOAN_a03e3e,FARMER_1094,Irrigation,128505,23.5,6,Rejected,,True,Government
LOAN_ce5477,FARMER_1095,Land Expansion,130970,5.44,18,Approved,Fully Paid,False,Bank
LOAN_8facee,FARMER_1096,Land Expansion,151581,15.32,24,Approved,Defaulted,True,NGO
LOAN_6d6840,FARMER_1097,Equipment,324275,10.13,24,Rejected,,False,Microfinance
LOAN_ec7a58,FARMER_1098,Labor,192208,10.24,24,Approved,Partially Paid,True,Government
LOAN_d9570c,FARMER_1099,Labor,397563,22.55,24,Approved,Partially Paid,False,Microfinance
LOAN_5c5e41,FARMER_1100,Fertilizer,323254,11.23,6,Rejected,,True,Government
LOAN_efabff,FARMER_1101,Labor,182516,5.47,24,Approved,Fully Paid,False,Bank
LOAN_a32849,FARMER_1102,Irrigation,392688,15.79,12,Approved,Defaulted,False,NGO
LOAN_b5ecc9,FARMER_1103,Equipment,294884,24.42,6,Approved,Partially Paid,True,Government
LOAN_d937a1,FARMER_1104,Equipment,428361,6.58,12,Rejected,,False,Microfinance
LOAN_6c1749,FARMER_1105,Land Expansion,176119,10.73,12,Rejected,,True,Microfinance
LOAN_1c5204,FARMER_1106,Irrigation,410460,14.39,6,Rejected,,True,Bank
LOAN_065e83,FARMER_1107,Irrigation,208576,21.61,12,Approved,Fully Paid,False,Bank
LOAN_8870fc,FARMER_1108,Land Expansion,81713,10.38,12,Approved,Fully Paid,False,Government
LOAN_4ec565,FARMER_1109,Land Expansion,80373,11.87,18,Approved,Partially Paid,True,NGO
LOAN_d86d5c,FARMER_1110,Equipment,202732,12.69,24,Approved,Fully Paid,False,Government
LOAN_4b02cc,FARMER_1111,Irrigation,98308,12.59,12,Approved,Defaulted,False,Microfinance
LOAN_9844d0,FARMER_1112,Labor,287887,9.01,18,Approved,Fully Paid,False,Government
LOAN_259fbd,FARMER_1113,Labor,332915,23.31,18,Approved,Partially Paid,False,Bank
LOAN_becb2f,FARMER_1114,Equipment,194999,20.86,24,Rejected,,False,Government
LOAN_2373ed,FARMER_1115,Labor,392638,24.51,18,Rejected,,False,Bank
LOAN_001abb,FARMER_1116,Labor,202324,12.42,18,Approved,Partially Paid,False,Microfinance
LOAN_b0cf51,FARMER_1117,Irrigation,240099,5.91,12,Approved,Fully Paid,True,NGO
LOAN_b903b8,FARMER_1118,Irrigation,104748,7.31,24,Rejected,,True,Government
LOAN_2fab95,FARMER_1119,Fertilizer,285146,12.15,24,Rejected,,False,Bank
LOAN_cfc7b2,FARMER_1120,Irrigation,343703,23.22,12,Approved,Fully Paid,False,Government
LOAN_6ec333,FARMER_1121,Fertilizer,259819,24.62,6,Approved,Fully Paid,True,Bank
LOAN_96e25d,FARMER_1122,Irrigation,112896,21.44,18,Approved,Partially Paid,False,Bank
LOAN_7b696d,FARMER_1123,Land Expansion,208097,9.77,12,Rejected,,True,Bank
LOAN_ca4832,FARMER_1124,Irrigation,103405,18.19,18,Rejected,,False,Government
LOAN_3b52d6,FARMER_1125,Fertilizer,177373,16.93,24,Rejected,,False,Bank
LOAN_2be40d,FARMER_1126,Labor,383879,21.47,24,Rejected,,False,Government
LOAN_0c7678,FARMER_1127,Irrigation,329624,15.19,18,Approved,Fully Paid,False,Bank
LOAN_bb4728,FARMER_1128,Labor,329497,11.36,24,Approved,Defaulted,False,NGO
LOAN_af291e,FARMER_1129,Labor,499271,5.39,24,Approved,Partially Paid,False,Bank
LOAN_ea4fe7,FARMER_1130,Irrigation,232744,20.9,6,Approved,Fully Paid,False,Government
LOAN_cb3a44,FARMER_1131,Irrigation,282627,15.6,24,Rejected,,True,Government
LOAN_e5e565,FARMER_1132,Land Expansion,111018,15.68,24,Rejected,,False,Government
LOAN_6513dd,FARMER_1133,Fertilizer,178706,24.14,18,Approved,Partially Paid,False,Microfinance
LOAN_3bc1b1,FARMER_1134,Irrigation,139471,14.72,12,Approved,Defaulted,False,NGO
LOAN_efb85f,FARMER_1135,Labor,194119,11.32,24,Approved,Partially Paid,True,NGO
LOAN_7ad73d,FARMER_1136,Labor,264244,11.8,24,Approved,Fully Paid,False,NGO
LOAN_66ccb8,FARMER_1137,Irrigation,460394,5.23,12,Rejected,,False,Microfinance
LOAN_29fd94,FARMER_1138,Fertilizer,310931,7.45,12,Approved,Fully Paid,True,Microfinance
LOAN_0cb7ac,FARMER_1139,Labor,281002,5.88,12,Approved,Fully Paid,False,NGO
LOAN_c5ea14,FARMER_1140,Land Expansion,328226,9.87,18,Approved,Defaulted,False,Bank
LOAN_a96070,FARMER_1141,Labor,424398,6.29,24,Approved,Defaulted,False,Bank
LOAN_84313b,FARMER_1142,Fertilizer,350102,11.62,24,Rejected,,False,NGO
LOAN_a033e0,FARMER_1143,Equipment,484266,7.52,12,Approved,Partially Paid,False,Bank
LOAN_165925,FARMER_1144,Land Expansion,94637,23.36,6,Approved,Fully Paid,False,Government
LOAN_8ea0a7,FARMER_1145,Land Expansion,253851,23.77,18,Approved,Partially Paid,True,Microfinance
LOAN_20d7c5,FARMER_1146,Equipment,145847,17.07,12,Approved,Fully Paid,False,NGO
LOAN_606abf,FARMER_1147,Land Expansion,97548,21.11,12,Approved,Fully Paid,False,Bank
LOAN_3f0026,FARMER_1148,Land Expansion,57364,18.54,24,Approved,Fully Paid,False,NGO
LOAN_40e613,FARMER_1149,Land Expansion,475143,21.22,6,Approved,Fully Paid,False,NGO
LOAN_359abf,FARMER_1150,Labor,234396,17.8,18,Rejected,,False,Government
LOAN_b1e61c,FARMER_1151,Labor,127247,13.6,6,Approved,Partially Paid,False,Microfinance
LOAN_a24e99,FARMER_1152,Irrigation,395384,22.48,6,Approved,Defaulted,False,Microfinance
LOAN_0e4603,FARMER_1153,Irrigation,348371,13.76,24,Rejected,,True,NGO
LOAN_3aa84a,FARMER_1154,Labor,445585,12.92,12,Rejected,,False,Government
LOAN_8d1356,FARMER_1155,Land Expansion,330996,17.49,12,Approved,Fully Paid,False,Bank
LOAN_23d54e,FARMER_1156,Fertilizer,93553,23.76,6,Rejected,,True,Microfinance
LOAN_e49ccf,FARMER_1157,Equipment,403913,13.84,18,Approved,Defaulted,False,NGO
LOAN_f6cb6f,FARMER_1158,Irrigation,192641,16.5,18,Approved,Defaulted,True,Bank
LOAN_1e939b,FARMER_1159,Land Expansion,70421,14.85,24,Approved,Defaulted,False,NGO
LOAN_24e278,FARMER_1160,Irrigation,459945,23.19,18,Approved,Fully Paid,False,Bank
LOAN_bbab37,FARMER_1161,Fertilizer,212506,18.53,24,Approved,Fully Paid,False,Bank
LOAN_844c0e,FARMER_1162,Land Expansion,143993,13.39,6,Approved,Fully Paid,True,Bank
LOAN_db4c7e,FARMER_1163,Labor,362960,17.14,18,Rejected,,True,Bank
LOAN_13b6d8,FARMER_1164,Fertilizer,103025,8.12,12,Approved,Fully Paid,False,Bank
LOAN_a98e06,FARMER_1165,Irrigation,427481,11.84,6,Approved,Fully Paid,False,Bank
LOAN_f2a607,FARMER_1166,Land Expansion,88148,19.72,24,Rejected,,True,Government
LOAN_e69a73,FARMER_1167,Land Expansion,276649,16.25,6,Approved,Fully Paid,False,Bank
LOAN_558df5,FARMER_1168,Equipment,90619,11.29,6,Approved,Defaulted,False,Bank
LOAN_27e8f1,FARMER_1169,Equipment,77282,12.25,24,Rejected,,False,Microfinance
LOAN_168ec7,FARMER_1170,Equipment,215752,21.2,18,Approved,Partially Paid,False,Microfinance
LOAN_57101a,FARMER_1171,Labor,408817,15.82,18,Approved,Partially Paid,False,Bank
LOAN_c81ade,FARMER_1172,Land Expansion,417644,9.78,12,Rejected,,False,NGO
LOAN_ad9087,FARMER_1173,Land Expansion,389557,10.94,18,Approved,Fully Paid,False,Microfinance
LOAN_230aa3,FARMER_1174,Irrigation,375070,14.36,24,Approved,Partially Paid,False,Government
LOAN_fd1e82,FARMER_1175,Labor,311927,20.26,24,Approved,Partially Paid,True,Government
LOAN_9d0503,FARMER_1176,Equipment,269087,24.95,24,Rejected,,False,Government
LOAN_3ac1a1,FARMER_1177,Land Expansion,205506,8.72,18,Approved,Fully Paid,False,Microfinance
LOAN_2ae2a5,FARMER_1178,Equipment,374349,20.1,24,Approved,Fully Paid,True,Government
LOAN_eb50dd,FARMER_1179,Fertilizer,371297,17.34,18,Approved,Fully Paid,True,Government
LOAN_288e4a,FARMER_1180,Labor,189130,15.62,24,Approved,Defaulted,False,NGO
LOAN_b9f0c1,FARMER_1181,Equipment,88448,24.33,24,Rejected,,False,NGO
LOAN_d5753e,FARMER_1182,Labor,462860,11.46,18,Approved,Partially Paid,True,Microfinance
LOAN_e3695c,FARMER_1183,Land Expansion,117648,8.54,12,Rejected,,True,Bank
LOAN_1a8873,FARMER_1184,Fertilizer,91635,22.55,12,Approved,Defaulted,False,NGO
LOAN_d09d10,FARMER_1185,Irrigation,375855,6.37,12,Approved,Fully Paid,False,Bank
LOAN_40b8bb,FARMER_1186,Fertilizer,214315,21.34,18,Approved,Defaulted,False,NGO
LOAN_051ca1,FARMER_1187,Labor,50325,16.78,24,Approved,Partially Paid,False,NGO
LOAN_817528,FARMER_1188,Fertilizer,426380,8.28,18,Approved,Fully Paid,False,NGO
LOAN_db827d,FARMER_1189,Land Expansion,397327,9.55,6,Rejected,,False,NGO
LOAN_7cd512,FARMER_1190,Labor,90807,8.12,6,Rejected,,False,Bank
LOAN_f91b30,FARMER_1191,Labor,393497,19.37,18,Approved,Defaulted,False,Microfinance
LOAN_eecc97,FARMER_1192,Land Expansion,70637,7.95,6,Approved,Defaulted,False,Bank
LOAN_3a77c1,FARMER_1193,Equipment,235259,18.63,12,Rejected,,False,Government
LOAN_40691d,FARMER_1194,Irrigation,418583,7.56,12,Rejected,,True,Bank
LOAN_877d89,FARMER_1195,Fertilizer,114843,21.05,12,Approved,Fully Paid,False,Government
LOAN_3b6dac,FARMER_1196,Irrigation,345568,23.39,6,Rejected,,False,Bank
LOAN_6fa25b,FARMER_1197,Irrigation,52210,16.19,12,Rejected,,True,Bank
LOAN_b339ab,FARMER_1198,Land Expansion,405501,24.32,12,Approved,Defaulted,False,NGO
LOAN_3c7ef2,FARMER_1199,Equipment,475067,12.81,12,Rejected,,True,Bank
LOAN_a43267,FARMER_1200,Irrigation,386772,9.89,18,Approved,Fully Paid,False,NGO
LOAN_aecaae,FARMER_1201,Labor,352380,8.55,24,Approved,Defaulted,False,Microfinance
LOAN_ba445e,FARMER_1202,Equipment,357530,14.58,24,Approved,Fully Paid,False,Bank
LOAN_cfc49b,FARMER_1203,Land Expansion,442249,7.61,18,Approved,Partially Paid,False,NGO
LOAN_adc8fa,FARMER_1204,Irrigation,266361,22.52,12,Approved,Defaulted,False,Government
LOAN_31ec23,FARMER_1205,Land Expansion,479917,20.7,12,Rejected,,False,NGO
LOAN_0dafae,FARMER_1206,Fertilizer,368651,16.24,18,Approved,Fully Paid,False,Government
LOAN_bd3819,FARMER_1207,Land Expansion,371975,19.43,18,Approved,Fully Paid,True,Bank
LOAN_3087c6,FARMER_1208,Labor,494903,6.0,6,Approved,Fully Paid,True,Microfinance
LOAN_291a91,FARMER_1209,Land Expansion,288981,9.07,18,Rejected,,False,Bank
LOAN_18703a,FARMER_1210,Equipment,173923,17.42,12,Rejected,,True,Bank
LOAN_777bee,FARMER_1211,Fertilizer,243747,14.55,18,Approved,Partially Paid,False,NGO
LOAN_dc5af0,FARMER_1212,Labor,355687,17.09,12,Approved,Defaulted,False,Government
LOAN_5f4cab,FARMER_1213,Fertilizer,160170,6.78,6,Approved,Fully Paid,False,Microfinance
LOAN_0b93c2,FARMER_1214,Labor,376594,18.05,18,Approved,Partially Paid,False,Government
LOAN_2bef8f,FARMER_1215,Fertilizer,145795,21.07,6,Approved,Defaulted,True,Microfinance
LOAN_843193,FARMER_1216,Irrigation,99801,15.93,12,Approved,Fully Paid,False,Bank
LOAN_7b28b0,FARMER_1217,Land Expansion,333288,12.15,12,Rejected,,False,NGO
LOAN_6f8dca,FARMER_1218,Equipment,135211,8.49,12,Rejected,,True,Government
LOAN_286157,FARMER_1219,Equipment,171809,10.31,12,Approved,Partially Paid,False,Bank
LOAN_b61403,FARMER_1220,Irrigation,110265,15.45,6,Approved,Defaulted,False,Bank
LOAN_2957ed,FARMER_1221,Fertilizer,233245,10.11,18,Rejected,,False,NGO
LOAN_016ed5,FARMER_1222,Land Expansion,379728,20.56,18,Approved,Defaulted,True,Government
LOAN_e39cd5,FARMER_1223,Irrigation,409891,7.63,12,Approved,Fully Paid,False,Bank
LOAN_c0e327,FARMER_1224,Fertilizer,111422,15.33,12,Approved,Defaulted,False,NGO
LOAN_d3abe9,FARMER_1225,Land Expansion,339816,14.92,6,Approved,Fully Paid,True,Microfinance
LOAN_0b4e80,FARMER_1226,Fertilizer,383003,7.78,6,Rejected,,False,Bank
LOAN_2bfa79,FARMER_1227,Equipment,487103,24.9,12,Approved,Fully Paid,True,Microfinance
LOAN_9c15d0,FARMER_1228,Land Expansion,445110,21.46,12,Approved,Fully Paid,False,Bank
LOAN_2faf8e,FARMER_1229,Equipment,181053,12.73,18,Rejected,,False,NGO
LOAN_1e98e7,FARMER_1230,Equipment,186392,18.7,18,Rejected,,False,Microfinance
LOAN_518249,FARMER_1231,Land Expansion,217816,19.33,18,Approved,Fully Paid,True,NGO
LOAN_c2ce27,FARMER_1232,Irrigation,194297,18.02,12,Approved,Fully Paid,False,Government
LOAN_75918a,FARMER_1233,Fertilizer,290830,13.65,24,Approved,Fully Paid,False,Bank
LOAN_0c000e,FARMER_1234,Land Expansion,425656,22.7,6,Rejected,,False,Government
